ID	VARID	DOCULECT	GLOSS	FRENCH	ENGLISH_SHORT	FRENCH_SHORT	ENGLISH_CATEGORY	FRENCH_CATEGORY	VALUE_ORG	SINGULAR	PLURAL	FORM	PARSED FORM	MCF	RECONSTRUCTION	NOTE	NOTES					COGID	COGIDS		CONCEPT	POS
3,618	0	DogulDomKundialang	ring (on finger)	bague, anneau (de doigt)	ring	anneau	jewelry/ring	bijoux/bague	nùmɔ̀-[ménnù-ŋ̀]	nùmɔ̀-ménnù-ŋ̀								nùmɔ̀-	^ n ù m ɔ̀ $	n ù/u m ɔ̀/ɔ	n ù/u m ɔ̀/ɔ	7879	15310	1374	RING	noun
3,619	0	DonnoSo	ring (on finger)	bague, anneau (de doigt)	ring	anneau	jewelry/ring	bijoux/bague	nùmɔ́-mɛ̀nnù	nùmɔ́-mɛ̀nnù								nùmɔ́-mɛ̀nnù	^ n ù m ɔ́ m ɛ̀ n n ù $	n ù/u m ɔ́/ɔ + m ɛ̀/ɛ n n ù/u	n ù/u m ɔ́/ɔ + m ɛ̀/ɛ n n ù/u	7880	15310 15309	1374	RING	noun
3,620	0	JamsayDouentza	ring (on finger)	bague, anneau (de doigt)	ring	anneau	jewelry/ring	bijoux/bague	nùmò-sàɣá	nùmò-sàɣá								nùmò-sàɣá	^ n ù m ò s à ɣ á $	n ù/u m ò/o + s à/a ɣ á/a	n ù/u m ò/o + s à/a - - ɣ á/a	7878	15310 15311	1374	RING	noun
3,621	0	Mombo	ring (on finger)	bague, anneau (de doigt)	ring	anneau	jewelry/ring	bijoux/bague	nɛ̀: sí: pégè	nɛ̀: sí: pégè								nɛ̀:_sí:_pégè	^ n ɛ̀: _ s í: _ p é g è $	n ɛ̀:/ɛː + s í:/iː + p é/e ɡ è/e	n ɛ̀:/ɛː + s í:/iː - - + p é/e ɡ è/e	7882	15307 15308 15312	1374	RING	noun
3,622	0	BonduSoNajamba	ring (on finger)	bague, anneau (de doigt)	ring	anneau	jewelry/ring	bijoux/bague	nùmà-sɛ́ndɔ̀: sàgà-ŋgò	nùmà-sɛ́ndɔ̀: sàgà-ŋgò								nùmà-sɛ́ndɔ̀:_sàgà-ŋgò	^ n ù m à s ɛ́ nd ɔ̀: _ s à g à ŋ g ò $	n ù/u m à/a + s ɛ́/ɛ ⁿd ɔ̀:/ɔː + s à/a ɡ à/a + ŋ ɡ ò/o	n ù/u m à/a + s ɛ́/ɛ - - ⁿd ɔ̀:/ɔː + s à/a - - ɡ à/a + ŋ ɡ ò/o	7883	15310 15313 15311 15314	1374	RING	noun
3,623	0	Nanga	ring (on finger)	bague, anneau (de doigt)	ring	anneau	jewelry/ring	bijoux/bague	nà:-mɛ́:ndí, là:sìrì-ǹjâ sàrtì	nà:-mɛ́:ndí								nà:-mɛ́:ndí	^ n à: m ɛ́: nd í $	n à:/aː + m ɛ́:/ɛː ⁿd í/i	n à:/aː + m ɛ́:/ɛː - ⁿd í/i	7884	15307 15309	1374	RING	noun
3,623	1	Nanga	ring (on finger)	bague, anneau (de doigt)					nà:-mɛ́:ndí, là:sìrì-ǹjâ sàrtì	là:sìrì-ǹjâ sàrtì																noun
3,624	0	Penange	ring (on finger)	bague, anneau (de doigt)	ring	anneau	jewelry/ring	bijoux/bague	nɛ̀:-pègú-sè (pl nɛ̀:-pègù-sé:-gè)	nɛ̀:-pègú-sè 	nɛ̀:-pègù-sé:-gè							nɛ̀:-pègú-sè_	^ n ɛ̀: p è g ú s è _$	n ɛ̀:/ɛː + p è/e ɡ ú/u + s è/e	n ɛ̀:/ɛː + p è/e ɡ ú/u + s è/e - -	7882	15307 15312 15308	1374	RING	noun
3,625	0	PergeTegu	ring (on finger)	bague, anneau (de doigt)	ring	anneau	jewelry/ring	bijoux/bague	[nùwⁿò-šì:ⁿ]-í:nɛ́m	nùwⁿò-šì:ⁿ-í:nɛ́m								-í:nɛ́m	^ í: n ɛ́ m $	í:/iː n ɛ́/ɛ m	í:/iː n ɛ́/ɛ m	7879	15315	1374	RING	noun
3,626	0	TebulUre	ring (on finger)	bague, anneau (de doigt)	ring	anneau	jewelry/ring	bijoux/bague	nùmà:-[mɛ̀nd-íyɛ́]	nùmà:-mɛ̀nd-íyɛ́								nùmà:-	^ n ù m à: $	n ù/u m à:/aː	n ù/u m à:/aː	7879	15310	1374	RING	noun
3,627	0	Tiranige	ring (on finger)	bague, anneau (de doigt)	ring	anneau	jewelry/ring	bijoux/bague	númá sèlèndé	númá sèlèndé								númá_sèlèndé	^ n ú m á _ s è l è nd é $	n ú/u m á/a + s è/e l è/e ⁿd é/e	n ú/u m á/a + s è/e l è/e ⁿd é/e	7878	15310 15313	1374	RING	noun
3,628	0	TogoKan	ring (on finger)	bague, anneau (de doigt)	ring	anneau	jewelry/ring	bijoux/bague	nùmɔ̀-sàsàgá	nùmɔ̀-sàsàgá								nùmɔ̀-sàsàgá	^ n ù m ɔ̀ s à s à g á $	n ù/u m ɔ̀/ɔ + s à/a s à/a ɡ á/a	n ù/u m ɔ̀/ɔ + s à/a s à/a ɡ á/a	7878	15310 15311	1374	RING	noun
3,629	0	TommoSoTongoTongo	ring (on finger)	bague, anneau (de doigt)	ring	anneau	jewelry/ring	bijoux/bague	nùmɔ̀ sǎy mɛ̀nnì	nù-mɔ̀ sǎy mɛ̀n-nì						hand + granulated +		nùmɔ̀_sǎy_mɛ̀nnì	^ n ù m ɔ̀ _ s ǎ y _ m ɛ̀ n n ì $	n ù/u m ɔ̀/ɔ + s ǎ/a j + m ɛ̀/ɛ n n ì/i	n ù/u m ɔ̀/ɔ + s ǎ/a j - + m ɛ̀/ɛ n n ì/i	7880	15310 15308 15309	1374	RING	noun
3,630	0	TomoKanSegue	ring (on finger)	bague, anneau (de doigt)	ring	anneau	jewelry/ring	bijoux/bague	nùmà-sɛ̀ʔɛ̀ⁿ	nùmà-sɛ̀ʔɛ̀ⁿ								nùmà-sɛ̀ʔɛ̀ⁿ	^ n ù m à s ɛ̀ ʔ ɛ̀ⁿ $	n ù/u m à/a + s ɛ̀/ɛ ʔ ɛ̀ⁿ/ɛ̃	n ù/u m à/a + s ɛ̀/ɛ ʔ - - ɛ̀ⁿ/ɛ̃	7878	15310 15311	1374	RING	noun
3,631	0	ToroTegu	ring (on finger)	bague, anneau (de doigt)	ring	anneau	jewelry/ring	bijoux/bague	lɔ̀-sàgá	lɔ̀-sàgá								lɔ̀-sàgá	^ l ɔ̀ s à g á $	l ɔ̀/ɔ + s à/a ɡ á/a	l ɔ̀/ɔ + s à/a - - ɡ á/a	7892	15316 15311	1374	RING	noun
3,632	0	YandaDom	ring (on finger)	bague, anneau (de doigt)	ring	anneau	jewelry/ring	bijoux/bague	nùmà-sénzè	nùmà-sénzè								nùmà-sénzè	^ n ù m à s é n z è $	n ù/u m à/a + s é/e n z è/e	n ù/u m à/a + s é/e n z è/e	7878	15310 15317	1374	RING	noun
3,633	0	YornoSo	ring (on finger)	bague, anneau (de doigt)	ring	anneau	jewelry/ring	bijoux/bague	nɔ̀yⁿ-[sàgà-ý]	nɔ̀yⁿ-sàgà-ý								nɔ̀yⁿ-	^ n ɔ̀ yⁿ $	n ɔ̀/ɔ jⁿ/j̃	n ɔ̀/ɔ jⁿ/j̃	7894	15318	1374	RING	noun
3,634	0	BenTey	bead	perle	bead	perle	jewelry/bead	bijoux/perle	dùwɔ̀-î:	dùwɔ̀-î:								dùwɔ̀-î:	^ d ù w ɔ̀ î: $	d ù/u w ɔ̀/ɔ + î:/iː	d ù/u w ɔ̀/ɔ + î:/iː	1216	2289 2290	1860	BEAD	noun
3,635	0	DogulDomKundialang	bead	perle	bead	perle	jewelry/bead	bijoux/perle	dùg-ɛ̌:g	dùg-ɛ̌:g								dùg-ɛ̌:g	^ d ù g ɛ̌: g $	d ù/u ɡ + ɛ̌:/ɛː ɡ	d ù/u ɡ - + ɛ̌:/ɛː ɡ	1217	2289 2291	1860	BEAD	noun
3,636	0	JamsayDouentza	bead	perle	bead	perle	jewelry/bead	bijoux/perle	dùgɔ̀-î:ⁿ	dùgɔ̀-î:ⁿ								dùgɔ̀-î:ⁿ	^ d ù g ɔ̀ î:ⁿ $	d ù/u ɡ ɔ̀/ɔ + î:ⁿ/ĩː	d ù/u ɡ ɔ̀/ɔ + î:ⁿ/ĩː	1216	2289 2290	1860	BEAD	noun
3,637	0	Mombo	bead	perle	bead	perle	jewelry/bead	bijoux/perle	pàdyé	pàdyé								pàdyé	^ p à d y é $	p à/a d j é/e	p à/a d j é/e	1219	2292	1860	BEAD	noun
3,638	0	TebulUre	bead	perle	bead	perle	jewelry/bead	bijoux/perle	dùgà-íyɛ̀	dùgà-íyɛ̀								dùgà-íyɛ̀	^ d ù g à í y ɛ̀ $	d ù/u ɡ à/a + í/i j ɛ̀/ɛ	d ù/u ɡ à/a + í/i j ɛ̀/ɛ	1216	2289 2293	1860	BEAD	noun
3,639	0	TommoSoTongoTongo	bead	perle	bead	perle	jewelry/bead	bijoux/perle	dùgɔ̀-ý	dùgɔ̀-ý								dùgɔ̀-ý	^ d ù g ɔ̀ ý $	d ù/u ɡ ɔ̀/ɔ + j́/j	d ù/u ɡ ɔ̀/ɔ + j́/j	1216	2289 2294	1860	BEAD	noun
3,640	0	ToroTegu	bead	perle	bead	perle	jewelry/bead	bijoux/perle	dùgɔ̀-ìsɛ̌yⁿ	dùgɔ̀-ìsɛ̌yⁿ								dùgɔ̀-ìsɛ̌yⁿ	^ d ù g ɔ̀ ì s ɛ̌ yⁿ $	d ù/u ɡ ɔ̀/ɔ + ì/i s ɛ̌/ɛ jⁿ/j̃	d ù/u ɡ ɔ̀/ɔ + ì/i s ɛ̌/ɛ jⁿ/j̃	1216	2289 2295	1860	BEAD	noun
3,641	0	Ampari	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nɔ̂: (nɔ̯ɛ́, nɔ̯ɛ́:-rí)			nɔ̯ɛ́						nɔ̂:_	^ n ɔ̂: _$	n ɔ̂:/ɔː	n - - ɔ̂:/ɔː	3182	6134	1401	DRINK	verb
3,642	0	BankanTey	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nɔ́			nɔ́						nɔ́	^ n ɔ́ $	n ɔ́/ɔ	n - - ɔ́/ɔ	3182	6134	1401	DRINK	verb
3,643	0	BenTey	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nɔ̌			nɔ̌						nɔ̌	^ n ɔ̌ $	n ɔ̌/ɔ	n - - ɔ̌/ɔ	3182	6134	1401	DRINK	verb
3,644	0	Bunoge	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nɛ̂:			nɛ̂:						nɛ̂:	^ n ɛ̂: $	n ɛ̂:/ɛː	n - - ɛ̂:/ɛː	3182	6134	1401	DRINK	verb
3,645	0	DogulDomBendiely	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nɛ̀ɛ́			nɛ̀ɛ́						nɛ̀ɛ́	^ n ɛ̀ɛ́ $	n ɛ̀ɛ́/ɛː	n - - ɛ̀ɛ́/ɛː	3182	6134	1401	DRINK	verb
3,646	0	DogulDomKundialang	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nɛ̌:			nɛ̌:						nɛ̌:	^ n ɛ̌: $	n ɛ̌:/ɛː	n - - ɛ̌:/ɛː	3182	6134	1401	DRINK	verb
3,647	0	DonnoSo	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nɔ̌:\\nɔ́-ɛ̀			nɔ́-ɛ̀						nɔ̌:	^nɔ̌: $	n ɔ̌:/ɔː	n - - ɔ̌:/ɔː	3182	6134	1401	DRINK	verb
3,648	0	JamsayGourou	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nɔ̌:			nɔ̌:						nɔ̌:	^nɔ̌: $	n ɔ̌:/ɔː	n - - ɔ̌:/ɔː	3182	6134	1401	DRINK	verb
3,649	0	JamsayDouentza	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nɔ̌:			nɔ̌:						nɔ̌:	^nɔ̌: $	n ɔ̌:/ɔː	n - - ɔ̌:/ɔː	3182	6134	1401	DRINK	verb
3,650	0	JamsayMondoro	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nɔ̌:			nɔ̌:						nɔ̌:	^nɔ̌: $	n ɔ̌:/ɔː	n - - ɔ̌:/ɔː	3182	6134	1401	DRINK	verb
3,651	0	Mombo	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nyɛ́:			nyɛ́:						nyɛ́:	^ n y ɛ́: $	n j ɛ́:/ɛː	n - j ɛ́:/ɛː	3182	6134	1401	DRINK	verb
3,652	0	BonduSoNajamba	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nɛ́			nɛ́						nɛ́	^ n ɛ́ $	n ɛ́/ɛ	n - - ɛ́/ɛ	3182	6134	1401	DRINK	verb
3,653	0	Nanga	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nɔ̌:			nɔ̌:						nɔ̌:	^nɔ̌: $	n ɔ̌:/ɔː	n - - ɔ̌:/ɔː	3182	6134	1401	DRINK	verb
3,654	0	Penange	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nɛ́:			nɛ́:						nɛ́:	^ n ɛ́: $	n ɛ́:/ɛː	n - - ɛ́:/ɛː	3182	6134	1401	DRINK	verb
3,655	0	PergeTegu	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nɛ̌:			nɛ̌:						nɛ̌:	^ n ɛ̌: $	n ɛ̌:/ɛː	n - - ɛ̌:/ɛː	3182	6134	1401	DRINK	verb
3,656	0	TebulUre	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	ɲɛ́ (ɲɛ́-tì-)			ɲɛ́						ɲɛ́_	^ ɲ ɛ́ _$	ɲ/ɲ ɛ́/ɛ	ɲ/ɲ - - ɛ́/ɛ	3182	6134	1401	DRINK	verb
3,657	0	Tiranige	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	ɲɔ́: (Perf ɲɛ̀:-) (same as 'eat meal')			ɲɛ̀:					(same as 'eat meal')	ɲɔ́:__	^ ɲ ɔ́: __$	ɲ/ɲ ɔ́ː/ɔː	ɲ/ɲ - - ɔ́ː/ɔː	3182	6134	1401	DRINK	verb
3,658	0	TogoKan	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nɔ̌:			nɔ̌:						nɔ̌:	^nɔ̌: $	n ɔ̌:/ɔː	n - - ɔ̌:/ɔː	3182	6134	1401	DRINK	verb
3,659	0	TommoSoTongoTongo	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nɔ́ɔ́			nɔ́ɔ́						nɔ́ɔ́	^ n ɔ́ɔ́ $	n ɔ́ɔ́/ɔː	n - - ɔ́ɔ́/ɔː	3182	6134	1401	DRINK	verb
3,660	0	TomoKanSegue	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nwɛ̀:			nwɛ̀:						nwɛ̀:	^ n w ɛ̀: $	n w ɛ̀:/ɛː	n - w ɛ̀:/ɛː	3182	6134	1401	DRINK	verb
3,661	0	ToroTegu	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	ní\\nɛ́			nɛ́						ní	^ n í $	n í/i	n - - í/i	3182	6134	1401	DRINK	verb
3,662	0	YandaDom	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nìyⁿɛ́\\nìyⁿà-lí			nìyⁿɛ́						nìyⁿɛ́	^ n ì yⁿ ɛ́ $	n ì/i jⁿ/j̃ ɛ́/ɛ	n ì/i jⁿ/j̃ ɛ́/ɛ	3182	6134	1401	DRINK	verb
3,663	0	YornoSo	drink (sth)	boire (qch)	drink	boire	drink/drink	boire/boire	nɔ̌:-\\nɔ̌:			nɔ̌:						nɔ̌:-	^nɔ̌: $	n ɔ̌:/ɔː	n - - ɔ̌:/ɔː	3182	6134	1401	DRINK	verb
3,664	0	BankanTey	thirst	soif	thirst	soif	drink/thirst	boire/soif	nì:-nɔ̌n	nì:-nɔ̌n								nì:-nɔ̌n	^ n ì: n ɔ̌ n $	n ì:/iː + n ɔ̌/ɔ n	n ì:/iː + n ɔ̌/ɔ - - n	9791	18986 18987	848	THIRST	noun
3,665	0	BenTey	thirst	soif	thirst	soif	drink/thirst	boire/soif	nì:-nɔ̀rⁿú	nì:-nɔ̀rⁿú								nì:-nɔ̀rⁿú	^ n ì: n ɔ̀ rⁿ ú $	n ì:/iː + n ɔ̀/ɔ r̃ ú/u	n ì:/iː + n ɔ̀/ɔ r̃ ú/u	9791	18986 18988	848	THIRST	noun
3,666	0	Bunoge	thirst	soif	thirst	soif	drink/thirst	boire/soif	gɔ́:-kògà ("water-hunger")	gɔ́:-kògà							("water-hunger")	gɔ́:-kògà_	^ g ɔ́: k ò g à _$	ɡ ɔ́ː/ɔː + k ò/o ɡ à/a	ɡ ɔ́ː/ɔː + k ò/o - ɡ à/a	9793	18989 18990	848	THIRST	noun
3,667	0	DogulDomBendiely	thirst	soif	thirst	soif	drink/thirst	boire/soif	ɲúnɔ̀ɔ̀n	ɲúnɔ̀ɔ̀n								ɲúnɔ̀ɔ̀n	^ ɲ ú n ɔ̀ɔ̀ n $	ɲ/ɲ ú/u n ɔ̀ɔ̀/ɔː n	ɲ/ɲ ú/u n ɔ̀ɔ̀/ɔː n	9794	18987	848	THIRST	noun
3,668	0	DogulDomKundialang	thirst	soif	thirst	soif	drink/thirst	boire/soif	ɲùlɔ̌:n ~ ɲùnɔ̌:n	ɲùlɔ̌:n 								ɲùlɔ̌:n	^ ɲ ù l ɔ̌: n $	ɲ/ɲ ù/u l ɔ̌:/ɔː n	ɲ/ɲ ù/u l ɔ̌:/ɔː n	9794	18987	848	THIRST	noun
3,668	1	DogulDomKundialang	thirst	soif					ɲùlɔ̌:n ~ ɲùnɔ̌:n	ɲùnɔ̌:n																noun
3,669	0	DonnoSo	thirst	soif	thirst	soif	drink/thirst	boire/soif	dì:-nɔ̀:-lú	dì:-nɔ̀:-lú								dì:-nɔ̀:-lú	^ d ì: n ɔ̀: l ú $	d ì:/iː + n ɔ̀:/ɔː + l ú/u	d ì:/iː + n ɔ̀:/ɔː - - - + l ú/u	9796	18991 18987 18992	848	THIRST	noun
3,670	0	JamsayDouentza	thirst	soif	thirst	soif	drink/thirst	boire/soif	nì:-nɔ̌n	nì:-nɔ̌n								nì:-nɔ̌n	^ n ì: n ɔ̌ n $	n ì:/iː + n ɔ̌/ɔ n	n ì:/iː + n ɔ̌/ɔ - - n	9791	18986 18987	848	THIRST	noun
3,671	0	JamsayMondoro	thirst	soif	thirst	soif	drink/thirst	boire/soif	nì:-nɔ̌n	nì:-nɔ̌n								nì:-nɔ̌n	^ n ì: n ɔ̌ n $	n ì:/iː + n ɔ̌/ɔ n	n ì:/iː + n ɔ̌/ɔ - - n	9791	18986 18987	848	THIRST	noun
3,672	0	Mombo	thirst	soif	thirst	soif	drink/thirst	boire/soif	mì: kúŋgá	mì: kúŋgá								mì:_kúŋgá	^ m ì: _ k ú ŋ g á $	m ì:/iː + k ú/u ŋ ɡ á/a	m ì:/iː + k ú/u ŋ ɡ á/a	9793	18993 18990	848	THIRST	noun
3,673	0	BonduSoNajamba	thirst	soif	thirst	soif	drink/thirst	boire/soif	ǹjéŋgó	ǹjéŋgó								ǹjéŋgó	^ ǹ j é ŋ g ó $	ǹ/n dʒ é/e ŋ ɡ ó/o	ǹ/n dʒ é/e ŋ ɡ ó/o	9800	18994	848	THIRST	noun
3,674	0	Nanga	thirst	soif	thirst	soif	drink/thirst	boire/soif	nì:-nɔ̀:rⁿí	nì:-nɔ̀:rⁿí								nì:-nɔ̀:rⁿí	^ n ì: n ɔ̀: rⁿ í $	n ì:/iː + n ɔ̀:/ɔː r̃ í/i	n ì:/iː + n ɔ̀:/ɔː r̃ í/i	9791	18986 18988	848	THIRST	noun
3,675	0	Penange	thirst	soif	thirst	soif	drink/thirst	boire/soif	mì:-kùgá ("water hunger")	mì:-kùgá 							("water hunger")	mì:-kùgá_	^ m ì: k ù g á _$	m ì:/iː + k ù/u ɡ á/a	m ì:/iː + k ù/u - ɡ á/a	9793	18993 18990	848	THIRST	noun
3,676	0	PergeTegu	thirst	soif	thirst	soif	drink/thirst	boire/soif	nì:-nɔ̀rⁿú	nì:-nɔ̀rⁿú								nì:-nɔ̀rⁿú	^ n ì: n ɔ̀ rⁿ ú $	n ì:/iː + n ɔ̀/ɔ r̃ ú/u	n ì:/iː + n ɔ̀/ɔ r̃ ú/u	9791	18986 18988	848	THIRST	noun
3,677	0	TebulUre	thirst	soif	thirst	soif	drink/thirst	boire/soif	ìnjìrgó	ìnjìrgó								ìnjìrgó	^ ì nj ì r g ó $	ì/i ⁿdʒ ì/i r ɡ ó/o	ì/i ⁿdʒ ì/i r ɡ ó/o	9804	18995	848	THIRST	noun
3,678	0	Tiranige	thirst	soif	thirst	soif	drink/thirst	boire/soif	kɔ̀rɛ̀ (also 'hunger'), mí: kɔ̀rɛ́ ("water hunger")	kɔ̀rɛ̀							(also 'hunger')	kɔ̀rɛ̀_	^ k ɔ̀ r ɛ̀ _$	k ɔ̀/ɔ r ɛ̀/ɛ	k ɔ̀/ɔ r ɛ̀/ɛ	9805	18996	848	THIRST	noun
3,678	1	Tiranige	thirst	soif					kɔ̀rɛ̀ (also 'hunger'), mí: kɔ̀rɛ́ ("water hunger")	mí: kɔ̀rɛ́ 							("water hunger")									noun
3,679	0	TogoKan	thirst	soif	thirst	soif	drink/thirst	boire/soif	dì:-nɔ̀:rⁿú	dì:-nɔ̀:rⁿú								dì:-nɔ̀:rⁿú	^ d ì: n ɔ̀: rⁿ ú $	d ì:/iː + n ɔ̀:/ɔː r̃ ú/u	d ì:/iː + n ɔ̀:/ɔː r̃ ú/u	9791	18991 18988	848	THIRST	noun
3,680	0	TommoSoTongoTongo	thirst	soif	thirst	soif	drink/thirst	boire/soif	dìì nɔ̌y	dìì nɔ̌y							Water + ?	dìì_nɔ̌y	^ d ìì _ n ɔ̌ y $	d ìì/iː + n ɔ̌/ɔ j	d ìì/iː + n ɔ̌/ɔ - - j	9796	18991 18987	848	THIRST	noun
3,681	0	TomoKanSegue	thirst	soif	thirst	soif	drink/thirst	boire/soif	jí:nɔ̀	jí:nɔ̀								jí:nɔ̀	^ j í: n ɔ̀ $	dʒ í:/iː n ɔ̀/ɔ	dʒ í:/iː n ɔ̀/ɔ	9800	18997	848	THIRST	noun
3,682	0	ToroTegu	thirst	soif	thirst	soif	drink/thirst	boire/soif	nɛ̀nɛ̀rⁿú	nɛ̀nɛ̀rⁿú								nɛ̀nɛ̀rⁿú	^ n ɛ̀ n ɛ̀ rⁿ ú $	n ɛ̀/ɛ n ɛ̀/ɛ r̃ ú/u	n ɛ̀/ɛ n ɛ̀/ɛ r̃ ú/u	9794	18998	848	THIRST	noun
3,683	0	YandaDom	thirst	soif	thirst	soif	drink/thirst	boire/soif	ìŋgìnì:	ìŋgìnì:								ìŋgìnì:	^ ì ŋ g ì n ì: $	ì/i ŋ ɡ ì/i n ì:/iː	ì/i ŋ ɡ ì/i n ì:/iː	9810	18999	848	THIRST	noun
3,684	0	YornoSo	thirst	soif	thirst	soif	drink/thirst	boire/soif	dì:-nî:	dì:-nî:								dì:-nî:	^ d ì: n î: $	d ì:/iː + n î:/iː	d ì:/iː + n î:/iː	9796	18991 18986	848	THIRST	noun
3,685	0	BankanTey	(any) alcoholic beverage	(toute) boisson alcoolique	alcohol	alcool	beverage/millet beer	boisson/bière de mil	kɔ̀zɔ́	kɔ̀zɔ́								kɔ̀zɔ́	^ k ɔ̀ z ɔ́ $	k ɔ̀/ɔ z ɔ́/ɔ	k ɔ̀/ɔ - z - ɔ́/ɔ	79	216	404	ALCOHOL (FERMENTED DRINK)	noun
3,686	0	BenTey	(any) alcoholic beverage	(toute) boisson alcoolique	alcohol	alcool	beverage/millet beer	boisson/bière de mil	kɔ̀njɔ́	kɔ̀njɔ́								kɔ̀njɔ́	^ k ɔ̀ nj ɔ́ $	k ɔ̀/ɔ ⁿdʒ ɔ́/ɔ	k ɔ̀/ɔ - ⁿdʒ - ɔ́/ɔ	79	216	404	ALCOHOL (FERMENTED DRINK)	noun
3,687	0	DogulDomBendiely	(any) alcoholic beverage	(toute) boisson alcoolique	alcohol	alcool	beverage/millet beer	boisson/bière de mil	kɔ́ɲjɔ́	kɔ́ɲjɔ́								kɔ́ɲjɔ́	^ k ɔ́ ɲ j ɔ́ $	k ɔ́/ɔ ɲ/ɲ dʒ ɔ́/ɔ	k ɔ́/ɔ ɲ/ɲ dʒ - ɔ́/ɔ	79	216	404	ALCOHOL (FERMENTED DRINK)	noun
3,688	0	JamsayDouentza	(any) alcoholic beverage	(toute) boisson alcoolique	alcohol	alcool	beverage/millet beer	boisson/bière de mil	kɔ̀ɲɔ́	kɔ̀ɲɔ́								kɔ̀ɲɔ́	^ k ɔ̀ ɲ ɔ́ $	k ɔ̀/ɔ ɲ/ɲ ɔ́/ɔ	k ɔ̀/ɔ ɲ/ɲ - - ɔ́/ɔ	79	216	404	ALCOHOL (FERMENTED DRINK)	noun
3,689	0	Mombo	(any) alcoholic beverage	(toute) boisson alcoolique	alcohol	alcool	beverage/millet beer	boisson/bière de mil	kɔ́ndyɔ̀	kɔ́ndyɔ̀								kɔ́ndyɔ̀	^ k ɔ́ nd y ɔ̀ $	k ɔ́/ɔ ⁿd j ɔ̀/ɔ	k ɔ́/ɔ - ⁿd j ɔ̀/ɔ	79	216	404	ALCOHOL (FERMENTED DRINK)	noun
3,690	0	BonduSoNajamba	(any) alcoholic beverage	(toute) boisson alcoolique	alcohol	alcool	beverage/millet beer	boisson/bière de mil	kɔ̀njɛ́-ŋgé\\kɔ̀njɛ́	kɔ̀njɛ́-ŋgé	kɔ̀njɛ́							kɔ̀njɛ́-ŋgé	^ k ɔ̀ nj ɛ́ ŋ g é $	k ɔ̀/ɔ ⁿdʒ ɛ́/ɛ + ŋ ɡ é/e	k ɔ̀/ɔ - ⁿdʒ - ɛ́/ɛ + ŋ ɡ é/e	79	216 217	404	ALCOHOL (FERMENTED DRINK)	noun
3,691	0	Nanga	(any) alcoholic beverage	(toute) boisson alcoolique	alcohol	alcool	beverage/millet beer	boisson/bière de mil	kɔ̀njɔ́	kɔ̀njɔ́								kɔ̀njɔ́	^ k ɔ̀ nj ɔ́ $	k ɔ̀/ɔ ⁿdʒ ɔ́/ɔ	k ɔ̀/ɔ - ⁿdʒ - ɔ́/ɔ	79	216	404	ALCOHOL (FERMENTED DRINK)	noun
3,692	0	PergeTegu	(any) alcoholic beverage	(toute) boisson alcoolique	alcohol	alcool	beverage/millet beer	boisson/bière de mil	kɔ̀njɔ́	kɔ̀njɔ́								kɔ̀njɔ́	^ k ɔ̀ nj ɔ́ $	k ɔ̀/ɔ ⁿdʒ ɔ́/ɔ	k ɔ̀/ɔ - ⁿdʒ - ɔ́/ɔ	79	216	404	ALCOHOL (FERMENTED DRINK)	noun
3,693	0	TogoKan	(any) alcoholic beverage	(toute) boisson alcoolique	alcohol	alcool	beverage/millet beer	boisson/bière de mil	kɛ̀ɲɛ́	kɛ̀ɲɛ́								kɛ̀ɲɛ́	^ k ɛ̀ ɲ ɛ́ $	k ɛ̀/ɛ ɲ/ɲ ɛ́/ɛ	k ɛ̀/ɛ ɲ/ɲ - - ɛ́/ɛ	79	216	404	ALCOHOL (FERMENTED DRINK)	noun
