ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT
5518	BankanTey	daba (hoe-like tool for weeding, using a pulling action, all types)	wárà	w á r à	3685	w á r à
5519	BenTey	daba (hoe-like tool for weeding, using a pulling action, all types)	wárà	w á r à	3685	w á r à
5520	Bunoge	daba (hoe-like tool for weeding, using a pulling action, all types)	dè+mbè	d è + m b è	3688	d è + m b è
5521	DogulDomKundialang	daba (hoe-like tool for weeding, using a pulling action, all types)	dàm+máŋ́	d à m + m á ŋ́	3689	d à m + m á ŋ́
5522	JamsayGourou	daba (hoe-like tool for weeding, using a pulling action, all types)	kɔ̌y+ⁿ	k ɔ̌y +ⁿ	3690	k ɔ̌y +ⁿ
5523	JamsayDouentza	daba (hoe-like tool for weeding, using a pulling action, all types)	kɔ̌y+ⁿ	k ɔ̌y +ⁿ	3690	k ɔ̌y +ⁿ
5524	JamsayMondoro	daba (hoe-like tool for weeding, using a pulling action, all types)	kɔ̌y+ⁿ	k ɔ̌y +ⁿ	3690	k ɔ̌y +ⁿ
5525	Mombo	daba (hoe-like tool for weeding, using a pulling action, all types)	dáá+mbè	d áá + m b è	3688	d áá + m b è
5526	BonduSoNajamba	daba (hoe-like tool for weeding, using a pulling action, all types)	dàbá	d à b á	3687	d à b á
5527	Nanga	daba (hoe-like tool for weeding, using a pulling action, all types)	wárâ	w á r â	3685	w á r â
5528	Penange	daba (hoe-like tool for weeding, using a pulling action, all types)	dàà+mbɛ̀	d àà + m b ɛ̀	3688	d àà + m b ɛ̀
5529	PergeTegu	daba (hoe-like tool for weeding, using a pulling action, all types)	wárá	w á r á	3685	w á r á
5530	TebulUre	daba (hoe-like tool for weeding, using a pulling action, all types)	àrⁿàwáá	à rⁿ à w áá	3697	à rⁿ à w áá
5531	TogoKan	daba (hoe-like tool for weeding, using a pulling action, all types)	kɔ̌+ⁿ	k ɔ̌ +ⁿ	3690	k ɔ̌ +ⁿ
5532	TommoSoTongoTongo	daba (hoe-like tool for weeding, using a pulling action, all types)	dàbá	d à b á	3687	d à b á
5533	TommoSoTongoTongo	daba (hoe-like tool for weeding, using a pulling action, all types)	dàm+má	d à m + m á	3689	d à m + m á -
5534	ToroTegu	daba (hoe-like tool for weeding, using a pulling action, all types)	dàbá	d à b á	3687	d à b á
5535	YandaDom	daba (hoe-like tool for weeding, using a pulling action, all types)	wàlá	w à l á	3685	w à l á
5536	YornoSo	daba (hoe-like tool for weeding, using a pulling action, all types)	ɛ́rⁿɛ́	ɛ́ rⁿ ɛ́	3702	ɛ́ rⁿ ɛ́
9838	BankanTey	dance (verb only)	jé	j é	3703	j é
9839	BenTey	dance (verb only)	jìy+é	j ì y + é	3704	j ì y + é
9840	Bunoge	dance (verb only)	yɔ́b+ɛ̀	yɔ́ b + ɛ̀	3706	yɔ́ b + ɛ̀
9841	DogulDomBendiely	dance (verb only)	gìy+é	g ì y + é	3704	g ì y + é
9842	DogulDomKundialang	dance (verb only)	gìy+é	g ì y + é	3704	g ì y + é
9843	DonnoSo	dance (verb only)	gɔ́ɛ̀	g ɔ́ɛ̀	3709	g ɔ́ɛ̀ - - -
9844	JamsayGourou	dance (verb only)	gɔ̌+ɔ̌	g ɔ̌ + ɔ̌	3709	g ɔ̌ - + ɔ̌
9845	JamsayDouentza	dance (verb only)	gɔ̌+ɔ̌	g ɔ̌ + ɔ̌	3709	g ɔ̌ - + ɔ̌
9846	JamsayMondoro	dance (verb only)	gɔ̌+ɔ̌	g ɔ̌ + ɔ̌	3709	g ɔ̌ - + ɔ̌
9847	Mombo	dance (verb only)	yɛ́b+ɛ́	yɛ́ b + ɛ́	3706	yɛ́ b + ɛ́
9848	BonduSoNajamba	dance (verb only)	gìy+è	g ì y + è	3704	g ì y + è
9849	Nanga	dance (verb only)	gìy+é	g ì y + é	3704	g ì y + é
9850	Penange	dance (verb only)	yɛ́b+ɛ́	yɛ́ b + ɛ́	3706	yɛ́ b + ɛ́
9851	PergeTegu	dance (verb only)	gɔ̌+ɔ̌	g ɔ̌ + ɔ̌	3709	g ɔ̌ - + ɔ̌
9852	TebulUre	dance (verb only)	jě	j ě	3703	j ě
9853	Tiranige	dance (verb only)	yɛ́w+ɔ́	yɛ́ w + ɔ́	3706	yɛ́ w + ɔ́
9854	TogoKan	dance (verb only)	gɔ̌+ɔ̌	g ɔ̌ + ɔ̌	3709	g ɔ̌ - + ɔ̌
9855	TommoSoTongoTongo	dance (verb only)	gɔ́ɔ́g+ɔ̀ɔ́	g ɔ́ɔ́ g + ɔ̀ɔ́	3709	g ɔ́ɔ́ g + ɔ̀ɔ́
9856	ToroTegu	dance (verb only)	j+ɛ́	j + ɛ́	3721	j + ɛ́
9857	YandaDom	dance (verb only)	jé	j é	3703	j é
9858	YornoSo	dance (verb only)	gɔ̌+ɔ̌	g ɔ̌ + ɔ̌	3709	g ɔ̌ - + ɔ̌
12806	BankanTey	dare (to do sth)	màm+í	m à m + í	3722	m à m + í
12807	BenTey	dare (to do sth)	dààr+í	d àà r + í	3725	d àà - r + í
12808	BenTey	dare (to do sth)	sús+ú+sɛ́	s ú s + ú + s ɛ́	3729	s ú s + ú + s ɛ́
12809	Bunoge	dare (to do sth)	náál+è	n áá l + è	3724	n áá l + è
12810	JamsayDouentza	dare (to do sth)	dààr+á	d àà r + á	3725	d àà - r + á
12811	JamsayMondoro	dare (to do sth)	dààr+á	d àà r + á	3725	d àà - r + á
12812	Nanga	dare (to do sth)	dàár+í	d à á r + í	3725	d à á r + í
12813	Penange	dare (to do sth)	náál+è	n áá l + è	3724	n áá l + è
12814	PergeTegu	dare (to do sth)	sús+ú+sɛ́	s ú s + ú + s ɛ́	3729	s ú s + ú + s ɛ́
12815	TebulUre	dare (to do sth)	dàr+á	d à r + á	3725	d à - r + á
12816	Tiranige	dare (to do sth)	yàr+í+kán+�ú	y à r + í + k á n + � ú	3731	y à r + í + k á n + � ú
12817	TogoKan	dare (to do sth)	dàár+ì	d à á r + ì	3725	d à á r + ì
12818	TommoSoTongoTongo	dare (to do sth)	kán+á+bɛ̀l+ɛ́	k á n + á + b ɛ̀ l + ɛ́	3733	k á n + á + b ɛ̀ l + ɛ́
12819	ToroTegu	dare (to do sth)	hírⁿíkárⁿ+á	h í rⁿ í k á rⁿ + á	3734	h í rⁿ í k á rⁿ + á
12820	YandaDom	dare (to do sth)	dà+dú	d à + d ú	3735	d à + d ú
12821	YandaDom	dare (to do sth)	nàm+í+yɛ́	n à m + í + yɛ́	3738	n à m + í + yɛ́
12822	YornoSo	dare (to do sth)	dàárɛ́+ɛ́	d à á r ɛ́ + ɛ́	3736	d à á r ɛ́ + ɛ́
16867	BankanTey	darkness	ɔ́rɔ̀	ɔ́ r ɔ̀	3749	ɔ́ r ɔ̀
16868	BenTey	darkness	ɔ́rɔ̀	ɔ́ r ɔ̀	3749	ɔ́ r ɔ̀
16869	Bunoge	darkness	ʔé+ndú+mù	ʔ é + n d ú + m ù	3742	ʔ é + n d ú + m ù
16870	DonnoSo	darkness	ìnnǐ+ŋ	ì nn ǐ + ŋ	3743	ì nn ǐ + ŋ
16871	JamsayGourou	darkness	yɛ̀rùò+nó	yɛ̀ r ù ò + n ó	3744	yɛ̀ r ù ò + n ó
16872	JamsayDouentza	darkness	yɔ̀rɔ̀ɔ́+nɔ́	yɔ̀ r ɔ̀ɔ́ + n ɔ́	3744	yɔ̀ r - ɔ̀ɔ́ + n ɔ́
16873	JamsayDouentza	darkness	yɔ̀rùɔ̀+nɔ́	yɔ̀ r ù ɔ̀ + n ɔ́	3744	yɔ̀ r ù ɔ̀ + n ɔ́
16874	Mombo	darkness	é+ndè	é + n d è	3742	- é + n d è - - -
16875	BonduSoNajamba	darkness	gì+mbě+n	g ì + m b ě + n	3741	g ì + m b ě + n
16876	Nanga	darkness	ɔ̀ɔ̀rɔ́	ɔ̀ɔ̀ r ɔ́	3749	ɔ̀ɔ̀ r ɔ́
16877	Penange	darkness	è+ndè+m	è + n d è + m	3742	- è + n d è + m -
16878	PergeTegu	darkness	ɔ́ɔ́lɔ́	ɔ́ɔ́ l ɔ́	3749	ɔ́ɔ́ l ɔ́
16879	TebulUre	darkness	ɔ́àà	ɔ́ àà	3750	ɔ́ àà
16880	Tiranige	darkness	ínɔ́w	í n ɔ́ w	3751	í n ɔ́ w
16881	TogoKan	darkness	ɲàdú	ɲ à d ú	3752	ɲ à d ú
16882	TommoSoTongoTongo	darkness	ɔ̀lɔ́	ɔ̀ l ɔ́	3749	ɔ̀ l ɔ́
16883	ToroTegu	darkness	ɔ́rɔ́	ɔ́ r ɔ́	3749	ɔ́ r ɔ́
16884	YandaDom	darkness	ɔ̀lɔ̀	ɔ̀ l ɔ̀	3749	ɔ̀ l ɔ̀
16885	YornoSo	darkness	ɔ̀lɔ́	ɔ̀ l ɔ́	3749	ɔ̀ l ɔ́
8927	BankanTey	daughter	yààyî+m	y àà y î + m	3753	y àà y î + m
8928	BenTey	daughter	yààyí+m	y àà yí + m	3753	y àà yí - + m
8929	Bunoge	daughter	bééyɔ̀ɔ̀	b éé yɔ̀ɔ̀	3756	b éé yɔ̀ɔ̀
8930	DogulDomBendiely	daughter	ègùyáá	è g ù yáá	3757	è g ù yáá
8931	DogulDomBendiely	daughter	èyyá	è yyá	3756	- è yyá
8932	DonnoSo	daughter	yàànàíì	y àà n à í ì	3758	y àà n à í ì
8933	JamsayDouentza	daughter	ɲɛ̀în	ɲ ɛ̀ î n	3759	ɲ ɛ̀ î n
8934	Mombo	daughter	wèèyàá+y	w èè y à á + y	3760	w èè y à á + y
8935	Mombo	daughter	wèèyàá+y	w èè y à á + y	3760	w èè y à á + y
8936	BonduSoNajamba	daughter	è+ndè+yɛ̌ɛ̌	è + n d è + yɛ̌ɛ̌	3755	è + n d è + yɛ̌ɛ̌
8937	Nanga	daughter	yǎỳ+ⁿ	y ǎ ỳ +ⁿ	3753	y ǎ ỳ - +ⁿ -
8938	Penange	daughter	wèèyɔ̀ɔ̀	w èè yɔ̀ɔ̀	3760	w èè yɔ̀ɔ̀ - - - -
8939	PergeTegu	daughter	ɲǎy+nù	ɲ ǎ y + n ù	3763	ɲ ǎ y + n ù
8940	TebulUre	daughter	ɛ̀dáyɛ́	ɛ̀ d áyɛ́	3764	ɛ̀ d áyɛ́
8941	TogoKan	daughter	ɲɛ̌ỳ+ⁿ	ɲ ɛ̌ ỳ +ⁿ	3765	ɲ ɛ̌ ỳ +ⁿ
8942	TommoSoTongoTongo	daughter	ìyǎy	ì y ǎ y	3766	ì y ǎ y
8943	YandaDom	daughter	èníyè	è n íy è	3767	è n íy è
8944	YornoSo	daughter	yáá	yáá	3768	yáá
6714	BankanTey	dawn, sunrise	ùsùtù+mbíì	ù s ù t ù + m b í ì	3769	ù s ù t ù + m b í ì
6715	BenTey	dawn, sunrise	ùsùtú+mbó	ù s ù t ú + m b ó	3769	ù s ù t ú + m b ó -
6716	DogulDomBendiely	dawn, sunrise	túm+mù+g	t ú m + m ù + g	3771	- - - - - t ú m + m ù + g
6717	DogulDomKundialang	dawn, sunrise	ìsìg+túm+mù+g	ì s ì g + t ú m + m ù + g	3771	ì s ì g + t ú m + m ù + g
6718	DonnoSo	dawn, sunrise	nà+ntú+mbò+lò	n à + n t ú + m b ò + l ò	3773	n à + n t ú + m b ò + l ò
6719	Mombo	dawn, sunrise	gèèwè+tó+mbó	g èè w è + t ó + m b ó	3774	g èè w è + t ó + m b ó
6720	Nanga	dawn, sunrise	ùsìtú+mnɔ́	ù s ì t ú + m n ɔ́	3769	ù s ì t ú + m n ɔ́ -
6721	PergeTegu	dawn, sunrise	nììsɛ̀ɛ̀+rⁿú	n ìì s ɛ̀ɛ̀ + rⁿ ú	3776	n ìì s ɛ̀ɛ̀ + rⁿ ú
6722	TommoSoTongoTongo	dawn, sunrise	nàm+túm+mílé	n à m + t ú m + m í l é	3777	n à m + t ú m + m í l é
6723	ToroTegu	dawn, sunrise	nòŋ+púsú	n ò ŋ + p ú s ú	3778	n ò ŋ + p ú s ú
6724	YandaDom	dawn, sunrise	ìzìgè+túmó+ŋ	ì z ì g è + t ú m ó + ŋ	3779	ì z ì g è + t ú m ó + ŋ
6725	YornoSo	dawn, sunrise	bààyáà+rà	b àà yá à + r à	3780	b àà yá à + r à
8293	BankanTey	day before yesterday	yànáŋgà	y à n á ŋ g à	3781	y à n á ŋ g à
8294	BenTey	day before yesterday	íyé#ùsú#tàànú	íy é # ù s ú # t àà n ú	3782	íy é # ù s ú # t àà n ú
8295	DogulDomBendiely	day before yesterday	írìntáánù	í r ì n t áá n ù	3784	í r ì n t áá n ù
8296	DogulDomKundialang	day before yesterday	írù+n#tààndù	í r ù + n # t àà n d ù	3783	í r ù + n # t àà n d ù
8297	DonnoSo	day before yesterday	íyè#bàày#tààndú	íy è # b àà y # t àà n d ú	3786	íy è # b àà y # t àà - n d ú
8298	JamsayDouentza	day before yesterday	íjén+tàán	í j é n + t à á n	3787	í j é n + - - - - t à á n
8299	JamsayDouentza	day before yesterday	íjén+nìí+tàán	í j é n + n ì í + t à á n	3787	í j é n + n ì í + t à á n
8300	Mombo	day before yesterday	yáágùnnà	yáá g ù nn à	3788	yáá g ù nn à
8301	BonduSoNajamba	day before yesterday	íyó#tààndì	íy ó # t àà n d ì	3783	íy - ó # - - t àà n d ì
8302	Nanga	day before yesterday	íyé#n#tààndìì	íy é # n # t àà n d ìì	3783	íy - é # n # t àà n d ìì
8303	Penange	day before yesterday	yààgù+n+túná	y àà g ù + n + t ú n á	3790	y àà g ù + n + t ú n á
8304	PergeTegu	day before yesterday	íyén+tààlú	íy é n + t àà l ú	3791	íy é n + t àà l ú
8305	TebulUre	day before yesterday	yɔ̌ɔ̌#dèmbé#tààndù	yɔ̌ɔ̌ # d è m b é # t àà n d ù	3792	yɔ̌ɔ̌ - # d è m b é # t àà n d ù
8306	Tiranige	day before yesterday	nìŋà+mólí	n ì ŋ à + m ó l í	3793	n ì ŋ à + m ó l í
8307	TogoKan	day before yesterday	íyé#tàà+nɛ́	íy é # t àà + n ɛ́	3794	íy é # t àà + n ɛ́
8308	TommoSoTongoTongo	day before yesterday	ííyé#báy#tààndú	ííy é # b áy # t àà n d ú	3786	ííy é # b áy - # t àà - n d ú
8309	TommoSoTongoTongo	day before yesterday	ííyé#bé#tààndú	ííy é # b é # t àà n d ú	3786	ííy é # b é - # t àà - n d ú
8310	ToroTegu	day before yesterday	yèrùmé	y è r ù m é	3796	y è r ù m é
8311	YandaDom	day before yesterday	íyè#dèmè#táándù	íy è # d è m è # t áá n d ù	3792	íy è # d è m - è # t áá n d ù
8312	YornoSo	day before yesterday	yéé#bày#tàán	y éé # b à y # t à á n	3786	y éé # b à y # t à á n - -
8386	BankanTey	daytime (not night)	ùsìí+ⁿ	ù s ì í +ⁿ	3797	ù s ì í +ⁿ
8387	BenTey	daytime (not night)	ùsùdé+rⁿíí	ù s ù d é + rⁿ íí	3798	ù s ù d é + rⁿ íí
8388	BenTey	daytime (not night)	ùsùdɛ́+rⁿíí	ù s ù d ɛ́ + rⁿ íí	3798	ù s ù d ɛ́ + rⁿ íí
8389	Bunoge	daytime (not night)	dènì	d è n ì	3800	d è n ì - -
8390	DogulDomBendiely	daytime (not night)	ísì+gà	í s ì + g à	3801	í s ì + g à
8391	DogulDomKundialang	daytime (not night)	ís+gàà	í s + g àà	3801	í s - + g àà
8392	DonnoSo	daytime (not night)	nà+ndè+nú	n à + n d è + n ú	3803	n à + n d è + n ú
8393	JamsayGourou	daytime (not night)	nìnú+wⁿò	n ì n ú + wⁿ ò	3804	n ì n ú + wⁿ ò
8394	JamsayDouentza	daytime (not night)	nìnú+wⁿó	n ì n ú + wⁿ ó	3804	n ì n ú + wⁿ ó
8395	JamsayDouentza	daytime (not night)	nìnú+wⁿɔ́	n ì n ú + wⁿ ɔ́	3804	n ì n ú + wⁿ ɔ́
8396	JamsayDouentza	daytime (not night)	nùnú+wⁿó	n ù n ú + wⁿ ó	3804	n ù n ú + wⁿ ó
8397	JamsayDouentza	daytime (not night)	ɲálɔ́ɔ́+mɔ̀	ɲ á l ɔ́ɔ́ + m ɔ̀	3824	ɲ á l ɔ́ɔ́ + m ɔ̀
8398	JamsayMondoro	daytime (not night)	nìnú+wⁿò	n ì n ú + wⁿ ò	3804	n ì n ú + wⁿ ò
8399	Mombo	daytime (not night)	gééwⁿè	g éé wⁿ è	3807	g éé wⁿ è
8400	BonduSoNajamba	daytime (not night)	ùjú	ù j ú	3799	ù j ú
8401	Nanga	daytime (not night)	ùsìdɛ́+rⁿí	ù s ì d ɛ́ + rⁿ í	3798	ù s ì d ɛ́ + rⁿ í
8402	Penange	daytime (not night)	gɛ̀ɛ̀+ⁿ	g ɛ̀ɛ̀ +ⁿ	3809	g ɛ̀ɛ̀ +ⁿ
8403	Penange	daytime (not night)	gɛ̀ɛ̀dɛ̀+n	g ɛ̀ɛ̀ d ɛ̀ + n	3819	g ɛ̀ɛ̀ d ɛ̀ + n
8404	PergeTegu	daytime (not night)	dɛ́+gú	d ɛ́ + g ú	3810	d ɛ́ + g ú
8405	TebulUre	daytime (not night)	ùdú	ù d ú	3799	ù d ú
8408	TogoKan	daytime (not night)	ìsì+gɛ́	ì s ì + g ɛ́	3801	ì s ì + g ɛ́
8409	TommoSoTongoTongo	daytime (not night)	à+gá	à + g á	3813	à + g á
8410	TommoSoTongoTongo	daytime (not night)	nǎ+m	n ǎ + m	3820	n ǎ + m
8411	ToroTegu	daytime (not night)	nùŋù+lɔ́	n ù ŋ ù + l ɔ́	3804	n ù ŋ ù + l ɔ́
8412	YandaDom	daytime (not night)	dèrⁿì+ŋ	d è rⁿ ì + ŋ	3815	d è rⁿ ì + ŋ
8413	YandaDom	daytime (not night)	dèrⁿ+ŋ	d è rⁿ + ŋ	3815	d è rⁿ - + ŋ
8414	YandaDom	daytime (not night)	dènù+ŋ	d è n ù + ŋ	3800	d è n ù + ŋ
8415	YornoSo	daytime (not night)	dɛ̌n	d ɛ̌ n	3816	d ɛ̌ n
923	BankanTey	dead person, corpse	tíwɛ́+m	t í w ɛ́ + m	3825	t í w ɛ́ + m
924	BenTey	dead person, corpse	tìwɛ́	t ì w ɛ́	3825	t ì w ɛ́ - -
925	Bunoge	dead person, corpse	dòòwà	d òò w à	3825	d òò w à - -
926	DogulDomBendiely	dead person, corpse	tìbì+gí	t ì b ì + g í	3829	t ì b ì + g í
927	DogulDomBendiely	dead person, corpse	tìbù+wú	t ì b ù + w ú	3829	t ì b ù + w ú
928	DogulDomKundialang	dead person, corpse	tìbù+gú	t ì b ù + g ú	3829	t ì b ù + g ú
929	DonnoSo	dead person, corpse	yì+mú	y ì + m ú	3831	y ì + m ú
930	JamsayDouentza	dead person, corpse	nùwⁿó	n ù wⁿ ó	3832	n ù wⁿ ó
931	Mombo	dead person, corpse	ndàd+wɛ́	n d à d + w ɛ́	3833	n d à d + w ɛ́
932	BonduSoNajamba	dead person, corpse	nòòtí+bɛ́ɛ́	n òò t í + b ɛ́ɛ́	3827	n òò t í + b ɛ́ɛ́
933	Nanga	dead person, corpse	tùwá	t ù w á	3825	t ù w á - -
934	PergeTegu	dead person, corpse	nùwⁿó	n ù wⁿ ó	3832	n ù wⁿ ó
935	TebulUre	dead person, corpse	tìbáá	t ì b áá	3829	t ì b áá - - -
936	TommoSoTongoTongo	dead person, corpse	yì+mú	y ì + m ú	3831	y ì + m ú
937	TomoKanSegue	dead person, corpse	nù+mù	n ù + m ù	3838	n ù + m ù
938	ToroTegu	dead person, corpse	nùn+núwⁿó	n ù n + n ú wⁿ ó	3839	n ù n + n ú wⁿ ó
939	YandaDom	dead person, corpse	tìbɛ̀	t ì b ɛ̀	3829	t ì b ɛ̀ - - -
940	YornoSo	dead person, corpse	yǐ+m	y ǐ + m	3831	y ǐ + m -
13440	JamsayDouentza	deaf-mute, deaf (adjective)	múmúm+ò	m ú m ú m + ò	3840	m ú m ú m + ò
13441	Mombo	deaf-mute, deaf (adjective)	múmúmààⁿ	m ú m ú m à àⁿ	3841	m ú m ú m à àⁿ -
13442	Nanga	deaf-mute, deaf (adjective)	múmúm+à	m ú m ú m + à	3840	m ú m ú m + à
13443	PergeTegu	deaf-mute, deaf (adjective)	múmúmàn	m ú m ú m à n	3841	m ú m ú m à - n
13444	TommoSoTongoTongo	deaf-mute, deaf (adjective)	múùm+ɔ̀	m ú ù m + ɔ̀	3840	m ú - ù m + ɔ̀
13445	YandaDom	deaf-mute, deaf (adjective)	múmúm+à	m ú m ú m + à	3840	m ú m ú m + à
13446	YornoSo	deaf-mute, deaf (adjective)	mûmûm+ɔ̀	m û m û m + ɔ̀	3840	m û m û m + ɔ̀
7818	BankanTey	deep (hole, well)	nɔ�ɔ�+wⁿ	n ɔ � ɔ � + wⁿ	3842	n ɔ � ɔ � + wⁿ
7819	BenTey	deep (hole, well)	wɔ́rⁿɔ̀wⁿ	w ɔ́ rⁿ ɔ̀ wⁿ	3843	w ɔ́ rⁿ ɔ̀ wⁿ
7820	BenTey	deep (hole, well)	wórⁿòwⁿ	w ó rⁿ ò wⁿ	3843	w ó rⁿ ò wⁿ
7821	Bunoge	deep (hole, well)	gìmb+ò	g ì m b + ò	3845	g ì m b + ò
7822	DogulDomBendiely	deep (hole, well)	mín+ù	m í n + ù	3844	m í n - - + ù
7823	DogulDomKundialang	deep (hole, well)	mìnùŋ+�	m ì n ù ŋ + �	3844	m ì n ù ŋ + �
7824	DonnoSo	deep (hole, well)	tò+ó	t ò + ó	3848	t ò + ó
7825	JamsayGourou	deep (hole, well)	wór+ó	w ó r + ó	3849	w ó r + ó
7826	JamsayDouentza	deep (hole, well)	wór+ó	w ó r + ó	3849	w ó r + ó
7827	JamsayMondoro	deep (hole, well)	wór+ó	w ó r + ó	3849	w ó r + ó
7828	Mombo	deep (hole, well)	súmb+ù	s ú m b + ù	3852	s ú m b + ù
7829	BonduSoNajamba	deep (hole, well)	mìníy+è	m ì n íy + è	3844	m ì n íy - + è
7830	Nanga	deep (hole, well)	sóŋ+î	s ó ŋ + î	3853	s ó ŋ + î
7831	Penange	deep (hole, well)	sùmb+è	s ù m b + è	3852	s ù m b + è
7832	PergeTegu	deep (hole, well)	wórⁿó	w ó rⁿ ó	3843	w ó rⁿ ó -
7833	TebulUre	deep (hole, well)	tóóŋg+ó	t óó ŋ g + ó	3856	t óó ŋ - g + ó
7834	Tiranige	deep (hole, well)	ním+í	n í m + í	3857	n í m + í
7835	TogoKan	deep (hole, well)	wór+ó	w ó r + ó	3849	w ó r + ó
7836	TommoSoTongoTongo	deep (hole, well)	tòóg+ó	t ò ó g + ó	3856	t ò - ó g + ó
7837	ToroTegu	deep (hole, well)	lók+ó	l ó k + ó	3860	l ó k + ó
7838	YandaDom	deep (hole, well)	tò+yⁿ	t ò + yⁿ	3848	t ò + yⁿ
7839	YornoSo	deep (hole, well)	tò+ó	t ò + ó	3848	t ò + ó
9433	BankanTey	defeat, overpower, vanquish	màm+í	m à m + í	3861	m à m + í - -
9434	Bunoge	defeat, overpower, vanquish	ʔím+mɛ̀	ʔ í m + m ɛ̀	3863	ʔ í m + m ɛ̀
9435	DogulDomBendiely	defeat, overpower, vanquish	m̀m+ì+yɛ́	m̀ m + ì + yɛ́	3861	m̀ - m + ì + yɛ́
9436	DogulDomKundialang	defeat, overpower, vanquish	míy+ɛ̀	m íy + ɛ̀	3865	- m íy + ɛ̀
9437	DonnoSo	defeat, overpower, vanquish	nùmb+ùg+ùló	n ù m b + ù g + ù l ó	3866	n ù m b + ù g + ù l ó
9438	JamsayDouentza	defeat, overpower, vanquish	jáál+ɛ́	j áá l + ɛ́	3867	j áá l + ɛ́
9439	JamsayDouentza	defeat, overpower, vanquish	gàr+á	g à r + á	3869	g à r + á
9440	Mombo	defeat, overpower, vanquish	ímyɛ̂+ɛ̂	í m yɛ̂ + ɛ̂	3865	í m yɛ̂ + ɛ̂
9441	BonduSoNajamba	defeat, overpower, vanquish	mààm+è	m àà m + è	3861	m àà m + è - -
9442	Nanga	defeat, overpower, vanquish	gáɲ+ɛ́	g á ɲ + ɛ́	3869	g á ɲ + ɛ́
9443	Penange	defeat, overpower, vanquish	úmy+ɛ̀	ú m y + ɛ̀	3865	ú m y + ɛ̀
9444	PergeTegu	defeat, overpower, vanquish	dád+ɛ́	d á d + ɛ́	3871	d á d + ɛ́
9445	PergeTegu	defeat, overpower, vanquish	gáɲ+ɛ́	g á ɲ + ɛ́	3869	g á ɲ + ɛ́
9446	TebulUre	defeat, overpower, vanquish	zàr+á	z à r + á	3872	z à r + á
9447	Tiranige	defeat, overpower, vanquish	ímíy+ɔ́	í m íy + ɔ́	3865	í m íy + ɔ́
9448	TogoKan	defeat, overpower, vanquish	gɔ̀rⁿ+ɔ́	g ɔ̀ rⁿ + ɔ́	3874	g ɔ̀ rⁿ + ɔ́
9449	TommoSoTongoTongo	defeat, overpower, vanquish	ɛ́mm+ɛ́	ɛ́ mm + ɛ́	3875	ɛ́ mm + ɛ́
9450	YandaDom	defeat, overpower, vanquish	nàŋ+á+lì	n à ŋ + á + l ì	3876	n à ŋ + á + l ì
9451	YornoSo	defeat, overpower, vanquish	gɔ̀rⁿ+ɔ́	g ɔ̀ rⁿ + ɔ́	3874	g ɔ̀ rⁿ + ɔ́
9452	YornoSo	defeat, overpower, vanquish	gàɲ+á	g à ɲ + á	3869	g à ɲ + á
2932	BankanTey	defecate (verb only)	sùw+á	s ù w + á	3877	s ù w + á
2933	BenTey	defecate (verb only)	súw+ɔ́	s ú w + ɔ́	3877	s ú w + ɔ́
2934	Bunoge	defecate (verb only)	súg+ɛ̀	s ú g + ɛ̀	3877	s ú g + ɛ̀
2935	DogulDomKundialang	defecate (verb only)	súg+ɛ̀	s ú g + ɛ̀	3877	s ú g + ɛ̀
2936	DonnoSo	defecate (verb only)	bèd+é	b è d + é	3882	b è d + é
2937	JamsayGourou	defecate (verb only)	bɛ̌+ɛ̌	b ɛ̌ + ɛ̌	3882	b ɛ̌ - + ɛ̌
2938	JamsayDouentza	defecate (verb only)	bɛ̌+ɛ̌	b ɛ̌ + ɛ̌	3882	b ɛ̌ - + ɛ̌
2939	BonduSoNajamba	defecate (verb only)	súg+ɛ́	s ú g + ɛ́	3877	s ú g + ɛ́
2940	Nanga	defecate (verb only)	súg+ɔ́	s ú g + ɔ́	3877	s ú g + ɔ́
2941	Penange	defecate (verb only)	súg+ɛ́	s ú g + ɛ́	3877	s ú g + ɛ́
2942	PergeTegu	defecate (verb only)	bɛ̌+ɛ̌	b ɛ̌ + ɛ̌	3882	b ɛ̌ - + ɛ̌
2943	TebulUre	defecate (verb only)	súg+ɔ́	s ú g + ɔ́	3877	s ú g + ɔ́
2944	Tiranige	defecate (verb only)	súg+ɔ́	s ú g + ɔ́	3877	s ú g + ɔ́
2945	TommoSoTongoTongo	defecate (verb only)	bɔ̀d+ɔ́	b ɔ̀ d + ɔ́	3890	b ɔ̀ d + ɔ́
2946	TomoKanDiangassagou	defecate (verb only)	dùr+ì	d ù r + ì	3891	d ù r + ì
2947	TomoKanSegue	defecate (verb only)	dùr+ì	d ù r + ì	3891	d ù r + ì
2948	ToroTegu	defecate (verb only)	bɔ̀s+ɔ́	b ɔ̀ s + ɔ́	3890	b ɔ̀ s + ɔ́
2949	YandaDom	defecate (verb only)	súw+ɔ́	s ú w + ɔ́	3877	s ú w + ɔ́
2950	YornoSo	defecate (verb only)	bɔ̀j+ɔ́	b ɔ̀ j + ɔ́	3890	b ɔ̀ j + ɔ́
9581	BankanTey	demon, pagan devil opposed to God	sèy+táánì+m	s è y + t áá n ì + m	3897	s è y - + t áá - n ì + m
9582	BenTey	demon, pagan devil opposed to God	sèy+táánù+m	s è y + t áá n ù + m	3897	s è y - + t áá - n ù + m
